id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_country,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
"9,09534248451832E+017",https://www.airbnb.com/rooms/909534248451832159,20230612205741,2023-06-13,city scrape,Rental unit in Lisboa · ★New · 1 bedroom · 1 bed · 1 bath,"Espaço tranquilo em rua de tradicional zona de Lisboa. Há poucos metros do Centro Comercial Amoreiras, com paragem de 03 autocarros à porta e há 15 minutos do metro Rato e do Parque Eduardo VII. Casa com 03 quartos e uma casa de banho, espaço simples mas muito limpo e funcional.<br /><br /><b>License number</b><br />Exempt","Tradicional Bairro de Campo de Ourique, próximo ao Centro Comercial Amoreiras",https://a0.muscache.com/pictures/f9792dd6-cc1d-4d81-adc2-3cb24a80ec76.jpg,144944837,https://www.airbnb.com/users/show/144944837,Emerson,2017-08-08,Lisbon, Portugal,"Amo viajar, sou metódico e gosto de organizar as coisas, o que significa que também gosto de lugares bem organizados.",N/A,N/A,N/A,f,https://a0.muscache.com/im/pictures/user/df5d4242-2d55-45a7-bc89-e0c25a938090.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/df5d4242-2d55-45a7-bc89-e0c25a938090.jpg?aki_policy=profile_x_medium,,2,2,"['email', 'phone']",t,t,Lisboa,Campo de Ourique,Lisboa,38.72131,-9.16831,Private room in rental unit,Private room,2,,1 bath,1,1,"[""Dining table"", ""Iron"", ""First aid kit"", ""Wifi"", ""Kitchen"", ""Washer"", ""Hair dryer"", ""Essentials"", ""Clothing storage: walk-in closet and dresser"", ""Refrigerator"", ""Portable fans"", ""TV"", ""Hot water"", ""Cleaning products"", ""Cooking basics"", ""Gas stove"", ""Wine glasses"", ""Microwave"", ""Single oven"", ""Luggage dropoff allowed"", ""Freezer"", ""Shower gel"", ""Cleaning available during stay"", ""Blender"", ""Toaster"", ""Bed linens"", ""Room-darkening shades"", ""Safe"", ""Hot water kettle"", ""Baking sheet"", ""Dishes and silverware"", ""Hangers""]",$84.00,1,365,1,1,365,365,1.0,365.0,,t,29,59,89,89,2023-06-13,0,0,0,,,,,,,,,,f,2,0,2,0,,
"9,11532017904291E+017",https://www.airbnb.com/rooms/911532017904290841,20230612205741,2023-06-13,city scrape,Hotel in Lisboa · ★New · 1 bedroom · 2 beds · 3 baths,"Welcome to Sylhet BnB! We offer affordable and comfortable accommodation with exceptional service, 24-hour security, and clean rooms. Our hotel is conveniently located only 6.2 km from the airport and can be reached in 14 minutes by car or 26 minutes by subway. The famous Lisbon Tram stops right outside our door, and the subway (Martim Moniz) is only a 5-6 minute walk away. We also have an open BBQ area and fun section for guests. Come and experience our hospitality soon!<br /><br /><b>License number</b><br />48092/AL",,https://a0.muscache.com/pictures/miso/Hosting-911532017904290841/original/816edbd4-6d76-446f-88d4-8ca53fddd4f5.jpeg,518618225,https://www.airbnb.com/users/show/518618225,Sylhet,2023-06-06,,,"Welcome to Sylhet BnB! We pride ourselves on offering affordable and comfortable accommodation with exceptional service, 24-hour security, and clean rooms. Our hotel opened on June 1st, 2023, so everything is brand new. Come and experience our exceptional hospitality! We also have an open BBQ area and fun section for guests to enjoy.

Our food is delicious. Come explore the area and discover everything else our hotel has to offer.",N/A,N/A,100%,f,https://a0.muscache.com/im/pictures/user/ec85c422-cee5-4588-9502-2d11ae807e30.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/ec85c422-cee5-4588-9502-2d11ae807e30.jpg?aki_policy=profile_x_medium,,7,7,"['email', 'phone']",t,t,,Santa Maria Maior,Lisboa,38.7159968,-9.1329572,Room in hotel,Private room,2,,3 baths,1,2,"[""Smoke alarm"", ""First aid kit"", ""Wifi"", ""Kitchen"", ""Washer"", ""Hair dryer"", ""BBQ grill"", ""Essentials"", ""Fire extinguisher"", ""Backyard"", ""TV"", ""Cleaning products"", ""Cooking basics"", ""Heating"", ""Security cameras on property"", ""Luggage dropoff allowed"", ""Cleaning available during stay"", ""Pets allowed"", ""Outdoor dining area"", ""Outdoor kitchen"", ""Room-darkening shades"", ""Safe"", ""Patio or balcony"", ""Outdoor furniture"", ""Long term stays allowed"", ""Air conditioning"", ""Dishes and silverware"", ""Hangers"", ""Breakfast""]",$105.00,1,365,1,1,365,365,1.0,365.0,,t,29,59,89,364,2023-06-13,0,0,0,,,,,,,,,,f,6,0,6,0,,
"9,11549173784558E+017",https://www.airbnb.com/rooms/911549173784558235,20230612205741,2023-06-13,city scrape,Rental unit in Lisboa · ★New · 1 bedroom · 1 bed · 1 bath,"O quarto é muito acolhedor e confortável, tem uma zona de dormir e um estúdio como zona privada de trabalho ou de lazer. Com vista sobre a cidade e sobre o jardim, este estúdio é um local muito calmo, excelente para concentração, trabalho ou lazer.<br /><br /><b>License number</b><br />Exempt",,https://a0.muscache.com/pictures/miso/Hosting-911549173784558235/original/e5114b36-d1cd-4f8f-83de-cd0eb426d34e.jpeg,513592076,https://www.airbnb.com/users/show/513592076,Paulo,2023-05-07,Lisbon, Portugal,"Olá, somos um casal e alugamos este apartamento. Aqui pode encontrar um lugar confortável, muito calmo e tranquilo, estamos no centro da cidade mas protegidos do seu ruído. Seremos um apoio à sua estadia.",within an hour,100%,0%,f,https://a0.muscache.com/im/pictures/user/User-513592076/original/cdb4f9e1-fcc4-4d9b-b5f6-636bdd60db74.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-513592076/original/cdb4f9e1-fcc4-4d9b-b5f6-636bdd60db74.jpeg?aki_policy=profile_x_medium,,4,4,"['email', 'phone']",t,t,,Santa Maria Maior,Lisboa,38.71626,-9.13408,Private room in rental unit,Private room,2,,1 bath,1,1,"[""Fire extinguisher"", ""Dedicated workspace"", ""Host greets you"", ""First aid kit"", ""Wifi"", ""Kitchen"", ""Washer""]",$76.00,1,15,1,1,15,15,1.0,15.0,,t,0,2,2,166,2023-06-13,0,0,0,,,,,,,,,,f,4,1,3,0,,
"9,09552382166577E+017",https://www.airbnb.com/rooms/909552382166576488,20230612205741,2023-06-13,city scrape,Rental unit in Lisboa · ★New · 1 bedroom · 1 bed · 1 bath,"Espaço tranquilo em rua de tradicional zona de Lisboa. Há poucos metros do Centro Comercial Amoreiras, com paragem de 03 autocarros a porta e há 15 minutos do metro Rato e do Parque Eduardo VII. Casa com 03 quartos e uma casa de banho, espaço simples mas muito limpo e funcional.<br /><br /><b>License number</b><br />Exempt",,https://a0.muscache.com/pictures/c6da6261-8ac3-49ac-87f7-fe05903096b1.jpg,144944837,https://www.airbnb.com/users/show/144944837,Emerson,2017-08-08,Lisbon, Portugal,"Amo viajar, sou metódico e gosto de organizar as coisas, o que significa que também gosto de lugares bem organizados.",N/A,N/A,N/A,f,https://a0.muscache.com/im/pictures/user/df5d4242-2d55-45a7-bc89-e0c25a938090.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/df5d4242-2d55-45a7-bc89-e0c25a938090.jpg?aki_policy=profile_x_medium,,2,2,"['email', 'phone']",t,t,,Campo de Ourique,Lisboa,38.72281,-9.16653,Private room in rental unit,Private room,2,,1 bath,1,1,"[""Dining table"", ""Iron"", ""Host greets you"", ""First aid kit"", ""Wifi"", ""Kitchen"", ""Washer"", ""Hair dryer"", ""Essentials"", ""Refrigerator"", ""Hot water"", ""Cleaning products"", ""Cooking basics"", ""Gas stove"", ""Wine glasses"", ""Microwave"", ""Single oven"", ""Luggage dropoff allowed"", ""Freezer"", ""Shower gel"", ""Cleaning available during stay"", ""Blender"", ""Toaster"", ""Clothing storage: closet"", ""Bed linens"", ""Room-darkening shades"", ""Hot water kettle"", ""Baking sheet"", ""Dishes and silverware"", ""Dishwasher"", ""Hangers""]",$84.00,1,365,1,1,365,365,1.0,365.0,,t,29,59,89,89,2023-06-13,0,0,0,,,,,,,,,,f,2,0,2,0,,
"9,11590784380214E+017",https://www.airbnb.com/rooms/911590784380213984,20230612205741,2023-06-13,city scrape,Camper/RV in Famões · ★New · 2 bedrooms · 2 beds · 1 bath,"Being able to choose where to wake up, sleep, have dinner and go for a walk..<br /><br /><b>License number</b><br />Exempt",,https://a0.muscache.com/pictures/miso/Hosting-911590784380213984/original/bddd4430-6f7c-4608-a1c5-56674722512e.jpeg,340064321,https://www.airbnb.com/users/show/340064321,António,2020-03-03,,,,within an hour,100%,N/A,f,https://a0.muscache.com/im/pictures/user/6ef2b3c6-6394-416c-bd93-960efb8e9d9a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/6ef2b3c6-6394-416c-bd93-960efb8e9d9a.jpg?aki_policy=profile_x_medium,,2,3,"['email', 'phone']",t,t,,Pontinha e Fames,Odivelas,38.7979431,-9.2005395,Camper/RV,Entire home/apt,4,,1 bath,2,2,"[""Mini fridge"", ""Dining table"", ""Dedicated workspace"", ""First aid kit"", ""Kitchen"", ""Body soap"", ""Essentials"", ""Fire extinguisher"", ""Refrigerator"", ""TV"", ""Hot water"", ""Cleaning products"", ""Cooking basics"", ""Gas stove"", ""Wine glasses"", ""Freezer"", ""Clothing storage: closet"", ""Bed linens"", ""Room-darkening shades"", ""Safe"", ""Central heating"", ""Dishes and silverware"", ""Hangers""]",$86.00,7,365,7,7,365,365,7.0,365.0,,t,30,56,86,361,2023-06-13,0,0,0,,,,,,,,,,t,2,2,0,0,,
"9,09664344068742E+017",https://www.airbnb.com/rooms/909664344068742158,20230612205741,2023-06-13,city scrape,Rental unit in Amadora · ★New · 1 bedroom · 1 bed · 1.5 baths,Your family will be close to everything when you stay at this centrally-located place.<br /><br /><b>License number</b><br />134254/AL,,https://a0.muscache.com/pictures/miso/Hosting-909664344068742158/original/cd2147d0-656a-4b7e-8972-cfa5b17dca29.jpeg,279969444,https://www.airbnb.com/users/show/279969444,Md Mahbubul,2019-07-28,Lisbon, Portugal,,within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/75f68a52-8a7c-4c89-93bc-c122312f0f07.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/75f68a52-8a7c-4c89-93bc-c122312f0f07.jpg?aki_policy=profile_x_medium,,2,2,"['email', 'phone']",t,t,,guas Livres,Amadora,38.7484026,-9.2334526,Entire rental unit,Entire home/apt,3,,1.5 baths,1,1,"[""Coffee maker: espresso machine"", ""Dining table"", ""First aid kit"", ""Wifi"", ""Body soap"", ""Washer"", ""Kitchen"", ""Hair dryer"", ""Essentials"", ""Fire extinguisher"", ""Refrigerator"", ""Portable fans"", ""TV"", ""Hot water"", ""Elevator"", ""Cleaning products"", ""Cooking basics"", ""Wine glasses"", ""Microwave"", ""Shampoo"", ""Extra pillows and blankets"", ""Bathtub"", ""Free parking on premises"", ""Gym"", ""Shower gel"", ""Cleaning available during stay"", ""Free street parking"", ""Toaster"", ""Clothing storage: closet"", ""Dryer"", ""Safe"", ""Hot water kettle"", ""Portable heater"", ""Dishes and silverware"", ""Hangers""]",$136.00,1,365,1,1,365,365,1.0,365.0,,t,21,50,62,335,2023-06-13,0,0,0,,,,,,,,,,t,2,2,0,0,,
"9,11598908878269E+017",https://www.airbnb.com/rooms/911598908878268733,20230612205741,2023-06-13,city scrape,Serviced apartment in Moscavide · ★New · 1 bedroom · 1 bed · 1 bath,"Quarto individual espaçoso e confortável com 12m2, comporta até 2 hóspedes, em uma das áreas mais emblemáticas de Lisboa. Acolhedor e organizado, para os gostos mais exigentes. #PETFRIENDLY e é preciso adicionar esta informação à reserva, na opção de ""número de hóspedes"". Disponibilzamos tambem serviço de transfer e sightseeing.<br /><br /><b>The space</b><br />Trata-se de um apartamento completo, simples e bem localizado, limpo e organizado. A cozinha é toda equipada, lavandeira com secadora de roupa e o banheiro super espaçoso. Estas áreas são compartilhadas. O acesso Wi-Fi é óptimo em toda a casa. É permitido fumar na cozinha com a janela aberta. Pet Friendly.<br /><br /><b>Guest access</b><br />Os hóspedes têm acesso a todas as áreas comuns da casa, no caso a cozinha, hall e a casa de banho. Há também uma área com máquinas de lavar e secar roupa, permitido o uso com cobrança de taxa in locus. O hóspede terá cópia das chaves e assim, terá autonomia em chegar e sair do imóvel. Aos vi","Muito próximo de onde será o evento da Jornada Mundial da Juventude 2023. <br /><br />Em intermediação entre Parque das Nações e Moscavide, estamos em um bairro 100% português, onde pode-se mergulhar na alma popular da Lisboa trabalhadora e tranquila, fora do sufoco do turismo intrusivo e barulhento. Cerca de 20 minutos do centro da capital, aqui há dezenas de excelentes pastelarias para se desfrutar um belo café da manhã a preços modestos e dezenas de pequenas tascas para se almoçar e jantar comida caseira portuguesa.<br /><br />Com vasto comercio, supermercados, bancos, restaurantes, bares e próximo ao Passeio do Tejo. A 3 km do aeroporto de Lisboa, o acesso ao apartamento é facilitado pelos transportes públicos (Moscavide Station Metro e comboio / Moscavide Centro paragem de ônibus) e particulares. Inclusive, disponibilizamos serviços de Tranfer e Sightseeing.<br /><br />Próximo ao Altice Arena, onde ocorrem diversas vezes ao ano concertos e congressos internacionais como Websummit,",https://a0.muscache.com/pictures/miso/Hosting-911598908878268733/original/f80cdd66-98b0-48e3-b2cf-e7ef6c822f4f.jpeg,196128212,https://www.airbnb.com/users/show/196128212,Parque Das Naçoes,2018-06-17,Lisbon, Portugal,"Comfortables and spacious private rooms in a discreet and residential apartment in the north area by the Parque das Nações (Expo) 3km away from the airport. Well located and easy to access public transport (Metro, Train and bus) and the best sights of Lisbon. We provide Tranfer service from/to airport and sightseeing. We are Pet Friendly.",within an hour,100%,96%,f,https://a0.muscache.com/im/pictures/user/2ab6b461-2147-4a91-b007-8a826d9a632a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/2ab6b461-2147-4a91-b007-8a826d9a632a.jpg?aki_policy=profile_x_medium,,1,2,"['email', 'phone']",t,t,Moscavide,Moscavide e Portela,Loures,38.7794897,-9.1012217,Private room in serviced apartment,Private room,2,,1 bath,1,1,"[""Smoke alarm"", ""Lake access"", ""Dining table"", ""Iron"", ""Stainless steel single oven"", ""Coffee maker: drip coffee maker"", ""Wifi"", ""Body soap"", ""Kitchen"", ""60\"" HDTV with Amazon Prime Video, HBO Max"", ""Hair dryer"", ""Essentials"", ""Clothing storage: walk-in closet and dresser"", ""Fire extinguisher"", ""Refrigerator"", ""Conditioner"", ""Portable fans"", ""Coffee"", ""Hot water"", ""Paid parking lot on premises \u2013 100 spaces"", ""Cooking basics"", ""Wine glasses"", ""Carbon monoxide alarm"", ""Shampoo"", ""Extra pillows and blankets"", ""Laundromat nearby"", ""Luggage dropoff allowed"", ""Freezer"", ""Free parking on premises"", ""Shower gel"", ""Cleaning available during stay"", ""GE induction stove"", ""Bidet"", ""Blender"", ""Free street parking"", ""Toaster"", ""Pets allowed"", ""Paid washer \u2013 In unit"", ""Drying rack for clothing"", ""Bed linens"", ""Room-darkening shades"", ""Hot water kettle"", ""Courtyard view"", ""Bikes"", ""Paid dryer \u2013 In unit"", ""Paid parking lot off premises"", ""Smoking allowed"", ""Baking sheet"", ""Dishes and silverware"", ""Hangers""]",$79.00,1,6,1,1,1125,1125,1.0,1125.0,,t,0,12,12,12,2023-06-13,0,0,0,,,,,,,,,,t,1,0,1,0,,
"9,11631386330564E+017",https://www.airbnb.com/rooms/911631386330564080,20230612205741,2023-06-13,city scrape,Hotel in Lisboa · ★New · 1 bedroom · 2 beds · 3 baths,"Welcome to Sylhet BnB! We offer affordable and comfortable accommodation with exceptional service, 24-hour security, and clean rooms. Our hotel is conveniently located only 6.2 km from the airport and can be reached in 14 minutes by car or 26 minutes by subway. The famous Lisbon Tram stops right outside our door, and the subway (Martim Moniz) is only a 5-6 minute walk away. We also have an open BBQ area and fun section for guests. Come and experience our hospitality soon!<br /><br /><b>License number</b><br />48092/AL",,https://a0.muscache.com/pictures/miso/Hosting-911631386330564080/original/cdc76000-6f62-4330-97cd-f3762ee95f48.jpeg,518618225,https://www.airbnb.com/users/show/518618225,Sylhet,2023-06-06,,,"Welcome to Sylhet BnB! We pride ourselves on offering affordable and comfortable accommodation with exceptional service, 24-hour security, and clean rooms. Our hotel opened on June 1st, 2023, so everything is brand new. Come and experience our exceptional hospitality! We also have an open BBQ area and fun section for guests to enjoy.

Our food is delicious. Come explore the area and discover everything else our hotel has to offer.",N/A,N/A,100%,f,https://a0.muscache.com/im/pictures/user/ec85c422-cee5-4588-9502-2d11ae807e30.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/ec85c422-cee5-4588-9502-2d11ae807e30.jpg?aki_policy=profile_x_medium,,7,7,"['email', 'phone']",t,t,,Santa Maria Maior,Lisboa,38.7159968,-9.1329572,Room in hotel,Private room,2,,3 baths,1,2,"[""Security cameras on property"", ""Fire extinguisher"", ""TV"", ""Air conditioning"", ""First aid kit"", ""Wifi"", ""Kitchen""]",$64.00,1,365,1,1,365,365,1.0,365.0,,t,28,55,85,360,2023-06-13,0,0,0,,,,,,,,,,f,6,0,6,0,,
"9,0980183633999E+017",https://www.airbnb.com/rooms/909801836339989775,20230612205741,2023-06-13,city scrape,Rental unit in Lisboa · ★New · 2 bedrooms · 2 beds · 1 shared bath,"Dois quartos disponíveis para a semana da juventude, o preço é por quarto e inclui lençóis e toalhas de casa de banho. <br />Um dos quartos tem casa de banho privada e o outro é partilhada.<br />Os dois quartos têm televisão.<br />Têm acesso à cozinha, frigorífico, máquina de lavar roupa e loiça <br />Acesso à internet.<br />Acesso a todos os transportes públicos. Metro, autocarro, comboio.<br />Fica a 2km do recinto da Jornada da Juventude.<br />A 50mts do centro comercial Vasco da Gama<br /><br /><b>The space</b><br />Dois quartos disponíveis para a semana da juventude, o preço é por quarto e inclui lençóis e toalhas de casa de banho. <br />Um dos quartos tem casa de banho privada e o outro é partilhada.<br />Os dois quartos têm televisão.<br />Têm acesso à cozinha, frigorífico, máquina de lavar roupa e loiça <br />Acesso à internet.<br /><br /><b>Guest access</b><br />Acesso a todos os transportes mesmo à porta de casa. Gare do Oriente. 50mts<br /><br /><b>License number</b><br />Ex",Bairro muito sossegado e junto à Estação do Oriente,https://a0.muscache.com/pictures/miso/Hosting-909801836339989775/original/a936691b-bc3b-4a7b-bb16-682d9eebfd0b.jpeg,30760375,https://www.airbnb.com/users/show/30760375,Nuno,2015-04-07,Lisbon, Portugal,"Somos uma família de quatro que adora viajar e conhecer novas culturas, especialmente cidades e destinos de praia! Alegres unidos e sociáveis ",N/A,N/A,N/A,f,https://a0.muscache.com/im/pictures/user/a8dc53e5-6da9-4803-8267-b0afcf754fa4.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/a8dc53e5-6da9-4803-8267-b0afcf754fa4.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,Lisboa,Parque das Naes,Lisboa,38.76905299315883,-9.1011418774724,Private room in rental unit,Private room,4,,1 shared bath,2,2,"[""Mini fridge"", ""Dining table"", ""Iron"", ""Dedicated workspace"", ""Stainless steel single oven"", ""EV charger"", ""First aid kit"", ""Wifi"", ""Kitchen"", ""Washer"", ""Hair dryer"", ""Coffee maker: drip coffee maker, espresso machine"", ""Essentials"", ""Refrigerator"", ""Coffee"", ""TV"", ""Hot water"", ""River view"", ""Elevator"", ""Cooking basics"", ""Wine glasses"", ""Microwave"", ""Free residential garage on premises"", ""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Freezer"", ""Induction stove"", ""Bidet"", ""Toaster"", ""Drying rack for clothing"", ""Bed linens"", ""Room-darkening shades"", ""Hot water kettle"", ""Dishes and silverware"", ""Dishwasher"", ""Hangers""]",$250.00,1,365,1,1,365,365,1.0,365.0,,t,29,59,89,364,2023-06-13,0,0,0,,,,,,,,,,f,1,0,1,0,,
"9,09889744114974E+017",https://www.airbnb.com/rooms/909889744114973673,20230612205741,2023-06-13,city scrape,Rental unit in Lisboa · ★New · 2 bedrooms · 2 beds · 2 baths,Détendez-vous dans ce logement calme et élégant.<br /><br /><b>License number</b><br />73133/Al,"Le quartier de Telheiras est proche de l'aéroport et du centre ville. Il y a une station de métro (à 5 minutes à pied du logement) et plusieurs bornes de vélos simples ou électriques. Vous trouverez égalemet tous les commerces nécessaires, un hypermarché, et des restaurants, à moins de 5 minutes à pied du logement.<br />Le quartier de Telheiras est tranquille et agréable.",https://a0.muscache.com/pictures/miso/Hosting-909889744114973673/original/a685a277-f47e-4716-be9b-a9c8b410d21a.png,2243107,https://www.airbnb.com/users/show/2243107,Marc,2012-04-28,Lisbon, Portugal,,N/A,N/A,N/A,f,https://a0.muscache.com/im/pictures/user/85009245-15c4-4598-aa66-d2e9f065552b.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/85009245-15c4-4598-aa66-d2e9f065552b.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,Lisboa,Lumiar,Lisboa,38.76314,-9.1689,Entire rental unit,Entire home/apt,4,,2 baths,2,2,"[""Coffee maker: espresso machine"", ""Dining table"", ""Iron"", ""Host greets you"", ""Clothing storage: wardrobe and dresser"", ""First aid kit"", ""Wifi"", ""Body soap"", ""Washer"", ""Kitchen"", ""Hair dryer"", ""Essentials"", ""Fire extinguisher"", ""Refrigerator"", ""Oven"", ""Pocket wifi"", ""Hot water"", ""Coffee"", ""Cleaning products"", ""Cooking basics"", ""Wine glasses"", ""Microwave"", ""Mosquito net"", ""Laundromat nearby"", ""Freezer"", ""Toaster"", ""Pets allowed"", ""Outdoor dining area"", ""Drying rack for clothing"", ""Bed linens"", ""Room-darkening shades"", ""Hot water kettle"", ""Outdoor furniture"", ""Private entrance"", ""Baking sheet"", ""Dishes and silverware"", ""Hangers""]",$120.00,3,1125,3,3,1125,1125,3.0,1125.0,,t,19,49,79,99,2023-06-13,0,0,0,,,,,,,,,,f,1,1,0,0,,
"9,11675675619826E+017",https://www.airbnb.com/rooms/911675675619826100,20230612205741,2023-06-13,city scrape,Rental unit in Lisboa · ★New · 1 bedroom · 1 bed · 1 bath,"Located in the heart of Lisbon, in the historic part of the city enjoy our cozy bedroom special for solo travellers, friends or couples who want to be close from any attractions. The apartment has a quiet atmosphere and a perfect location that will allow you to enjoy the best restaurants, bars, viewpoints and historic places with the ease of walk back home in a few minutes. Recommended for people btw 18-45 years old.<br /><br /><b>License number</b><br />87799/AL",,https://a0.muscache.com/pictures/miso/Hosting-911675675619826100/original/097d5c46-6773-42f8-825a-5872886163be.jpeg,479364031,https://www.airbnb.com/users/show/479364031,Franco,2022-09-13,,,"Hello, I'm Franco, nice to meet you. 

I'm working hard to offer you the best hosting experience as I can, I have been doing this for 6 years in different parts of the world. I hope to see you, but if we don't meet I wish you a great stay. ",within an hour,100%,99%,,https://a0.muscache.com/im/pictures/user/6a290acb-65f2-43d6-852f-812aa9d64bd6.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/6a290acb-65f2-43d6-852f-812aa9d64bd6.jpg?aki_policy=profile_x_medium,,13,16,['phone'],t,t,,Misericrdia,Lisboa,38.7127,-9.14673,Private room in rental unit,Private room,2,,1 bath,1,1,"[""Self check-in"", ""Dedicated workspace"", ""Cooking basics"", ""Kitchen"", ""Wifi"", ""Washer"", ""Lockbox""]",$68.00,1,32,1,1,1125,1125,1.0,1125.0,,t,16,36,61,151,2023-06-13,0,0,0,,,,,,,,,,t,13,1,12,0,,
"9,09905724172531E+017",https://www.airbnb.com/rooms/909905724172530865,20230612205741,2023-06-13,city scrape,Rental unit in Lisboa · ★New · 1 bedroom · 2 beds · 1 bath,"Double room in a completely renovated and equipped apartment, complete kitchen, living room and bathroom with incredible views of the 25 de Abril bridge and Monsanto. Well-lit apartment located in the historic center of Lisbon, in a quiet residential area 15 minutes from Cais-do-Sodré and 5 minutes from Basilica da Estrela by transport, with a bus stop at the door. Neighboring Santos and Estrela, opposite the beautiful Tapada das Necessidades and close to Belém.<br /><br /><b>License number</b><br />Exempt",,https://a0.muscache.com/pictures/miso/Hosting-909905724172530865/original/0652ef7f-2f8c-4164-9441-1b78c150d169.jpeg,263113160,https://www.airbnb.com/users/show/263113160,Guilherme,2019-05-20,Lisbon, Portugal,,within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/c635c892-1cc1-4ad0-bcfb-85b22c2ce8ae.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/c635c892-1cc1-4ad0-bcfb-85b22c2ce8ae.jpg?aki_policy=profile_x_medium,,1,2,"['email', 'phone']",t,t,,Estrela,Lisboa,38.7096111,-9.1716716,Private room in rental unit,Private room,2,,1 bath,1,2,"[""Fire extinguisher"", ""TV"", ""Wifi"", ""Kitchen""]",$58.00,1,365,1,1,365,365,1.0,365.0,,t,25,52,82,357,2023-06-13,0,0,0,,,,,,,,,,f,1,0,1,0,,
"9,11680621982548E+017",https://www.airbnb.com/rooms/911680621982548457,20230612205741,2023-06-13,city scrape,Hotel in Lisboa · ★New · 1 bedroom · 2 beds · 3 baths,"Welcome to Sylhet BnB! We offer affordable and comfortable accommodation with exceptional service, 24-hour security, and clean rooms. Our hotel is conveniently located only 6.2 km from the airport and can be reached in 14 minutes by car or 26 minutes by subway. The famous Lisbon Tram stops right outside our door, and the subway (Martim Moniz) is only a 5-6 minute walk away. We also have an open BBQ area and fun section for guests. Come and experience our hospitality soon!<br /><br /><b>License number</b><br />48092/AL",,https://a0.muscache.com/pictures/miso/Hosting-911680621982548457/original/4f95a048-456f-4c13-9883-f3464de28a04.jpeg,518618225,https://www.airbnb.com/users/show/518618225,Sylhet,2023-06-06,,,"Welcome to Sylhet BnB! We pride ourselves on offering affordable and comfortable accommodation with exceptional service, 24-hour security, and clean rooms. Our hotel opened on June 1st, 2023, so everything is brand new. Come and experience our exceptional hospitality! We also have an open BBQ area and fun section for guests to enjoy.

Our food is delicious. Come explore the area and discover everything else our hotel has to offer.",N/A,N/A,100%,f,https://a0.muscache.com/im/pictures/user/ec85c422-cee5-4588-9502-2d11ae807e30.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/ec85c422-cee5-4588-9502-2d11ae807e30.jpg?aki_policy=profile_x_medium,,7,7,"['email', 'phone']",t,t,,Santa Maria Maior,Lisboa,38.7159968,-9.1329572,Room in hotel,Private room,2,,3 baths,1,2,"[""Security cameras on property"", ""Fire extinguisher"", ""TV"", ""Air conditioning"", ""First aid kit"", ""Wifi"", ""Kitchen""]",$80.00,1,365,1,1,365,365,1.0,365.0,,t,29,59,89,364,2023-06-13,0,0,0,,,,,,,,,,f,6,0,6,0,,
